"","ETH.group","year","sex","births"
"1185","OTH","2059","M",3760.07295316246
"1186","PAK","2059","M",45217.1545878737
"1187","WBI","2059","M",231992.214254666
"1188","WHO","2059","M",24758.6108368935
"1189","BAN","2060","M",13474.9828373482
"1190","BLA","2060","M",19236.7945271502
"1191","BLC","2060","M",2877.518875447
"1192","CHI","2060","M",6243.59026517525
"1193","IND","2060","M",24494.418057156
"1194","MIX","2060","M",32065.6279799266
"1195","OAS","2060","M",12403.1613723673
"1196","OBL","2060","M",2972.52958315015
"1197","OTH","2060","M",3759.78725057302
"1198","PAK","2060","M",46078.8379350678
"1199","WBI","2060","M",231812.207947298
"1200","WHO","2060","M",24830.3439641727
"1201","BAN","2011","F",6329.85471346591
"1202","BLA","2011","F",10355.2161917205
"1203","BLC","2011","F",3161.24983612919
"1204","CHI","2011","F",2164.69842182572
"1205","IND","2011","F",13095.5626011225
"1206","MIX","2011","F",17996.0276269652
"1207","OAS","2011","F",6686.30862760678
"1208","OBL","2011","F",1870.32740306835
"1209","OTH","2011","F",2297.03040034912
"1210","PAK","2011","F",16277.0395632554
"1211","WBI","2011","F",246601.461270684
"1212","WHO","2011","F",14535.2034649934
"1213","BAN","2012","F",6262.18500537354
"1214","BLA","2012","F",10283.5965609501
"1215","BLC","2012","F",3060.4391925591
"1216","CHI","2012","F",2330.84581382377
"1217","IND","2012","F",13066.4065745959
"1218","MIX","2012","F",17973.1426928759
"1219","OAS","2012","F",6638.66027927756
"1220","OBL","2012","F",1846.22855132705
"1221","OTH","2012","F",2318.07145901837
"1222","PAK","2012","F",16184.6144498521
"1223","WBI","2012","F",241181.019517349
"1224","WHO","2012","F",14654.6625973016
"1225","BAN","2013","F",6169.82934370159
"1226","BLA","2013","F",10176.7964678233
"1227","BLC","2013","F",2949.36186359793
"1228","CHI","2013","F",2504.56089570868
"1229","IND","2013","F",12978.5979944853
"1230","MIX","2013","F",17883.7302176186
"1231","OAS","2013","F",6578.06458976303
"1232","OBL","2013","F",1817.35732724989
"1233","OTH","2013","F",2332.24469657284
"1234","PAK","2013","F",16040.9901438453
"1235","WBI","2013","F",234698.350521056
"1236","WHO","2013","F",14717.9629648453
"1237","BAN","2014","F",6242.45637329492
"1238","BLA","2014","F",10353.6296034991
"1239","BLC","2014","F",2915.92485583809
"1240","CHI","2014","F",2765.13602501894
"1241","IND","2014","F",13251.1725541289
"1242","MIX","2014","F",18280.4282855374
"1243","OAS","2014","F",6715.92843972339
"1244","OBL","2014","F",1839.96802519789
"1245","OTH","2014","F",2415.06400604171
"1246","PAK","2014","F",16346.0286353831
"1247","WBI","2014","F",234027.998724512
"1248","WHO","2014","F",15214.0456664531
"1249","BAN","2015","F",6351.79699816724
"1250","BLA","2015","F",10582.5997980115
"1251","BLC","2015","F",2899.94415378115
"1252","CHI","2015","F",3043.58302387713
"1253","IND","2015","F",13565.3088485058
"1254","MIX","2015","F",18764.3112172576
"1255","OAS","2015","F",6889.56230091872
"1256","OBL","2015","F",1874.84719870233
"1257","OTH","2015","F",2508.39119735441
"1258","PAK","2015","F",16745.1803513258
"1259","WBI","2015","F",234480.179132448
"1260","WHO","2015","F",15752.5531188047
"1261","BAN","2016","F",6477.26024476616
"1262","BLA","2016","F",10821.111853702
"1263","BLC","2016","F",2892.22963207931
"1264","CHI","2016","F",3316.56002785121
"1265","IND","2016","F",13850.9975481132
"1266","MIX","2016","F",19255.5965136624
"1267","OAS","2016","F",7060.68955726097
"1268","OBL","2016","F",1915.32117597493
"1269","OTH","2016","F",2598.30188496928
"1270","PAK","2016","F",17175.3915645004
"1271","WBI","2016","F",235361.104342047
"1272","WHO","2016","F",16234.3393287603
"1273","BAN","2017","F",6602.03608002735
"1274","BLA","2017","F",11048.470501656
"1275","BLC","2017","F",2883.00163379787
"1276","CHI","2017","F",3577.02164153346
"1277","IND","2017","F",14094.3779392402
"1278","MIX","2017","F",19709.472489951
"1279","OAS","2017","F",7220.50791650707
"1280","OBL","2017","F",1956.69542169481
"1281","OTH","2017","F",2681.67303000916
"1282","PAK","2017","F",17603.2819417175
"1283","WBI","2017","F",235824.871813565
"1284","WHO","2017","F",16655.1772189609
"1285","BAN","2018","F",6722.24898428208
"1286","BLA","2018","F",11261.040457892
"1287","BLC","2018","F",2870.99734986901
"1288","CHI","2018","F",3817.93233878847
"1289","IND","2018","F",14291.3697193524
"1290","MIX","2018","F",20114.0831863746
"1291","OAS","2018","F",7365.28153303984
"1292","OBL","2018","F",1997.85911350535
"1293","OTH","2018","F",2757.43601130657
"1294","PAK","2018","F",18020.9396664159
"1295","WBI","2018","F",235734.731085533
"1296","WHO","2018","F",17010.3248829459
"1297","BAN","2019","F",6844.25271439127
"1298","BLA","2019","F",11472.5610054379
"1299","BLC","2019","F",2859.37362518516
"1300","CHI","2019","F",4036.53936594477
"1301","IND","2019","F",14456.6622504176
"1302","MIX","2019","F",20486.7832463551
"1303","OAS","2019","F",7500.25808299314
"1304","OBL","2019","F",2040.81946950034
"1305","OTH","2019","F",2827.76745493192
"1306","PAK","2019","F",18445.3364315425
"1307","WBI","2019","F",235344.59917881
"1308","WHO","2019","F",17314.8311852467
"1309","BAN","2020","F",6971.07692580906
"1310","BLA","2020","F",11692.8144806879
"1311","BLC","2020","F",2848.79084023981
"1312","CHI","2020","F",4231.7992750755
"1313","IND","2020","F",14602.8928047545
"1314","MIX","2020","F",20838.3690183644
"1315","OAS","2020","F",7630.57105191264
"1316","OBL","2020","F",2086.50458152882
"1317","OTH","2020","F",2894.54342962688
"1318","PAK","2020","F",18884.7372679707
"1319","WBI","2020","F",234754.344209435
"1320","WHO","2020","F",17583.1283415463
"1321","BAN","2021","F",7105.07000391793
"1322","BLA","2021","F",11932.9456964023
"1323","BLC","2021","F",2840.49612260609
"1324","CHI","2021","F",4405.84528992285
"1325","IND","2021","F",14745.1937591091
"1326","MIX","2021","F",21184.410193686
"1327","OAS","2021","F",7761.7547696071
"1328","OBL","2021","F",2136.21263516408
"1329","OTH","2021","F",2960.4907257858
"1330","PAK","2021","F",19347.2728283617
"1331","WBI","2021","F",234103.999738966
"1332","WHO","2021","F",17833.4617532718
"1333","BAN","2022","F",7237.83033743837
"1334","BLA","2022","F",12178.4292425014
"1335","BLC","2022","F",2831.8224613539
"1336","CHI","2022","F",4554.4269613716
"1337","IND","2022","F",14874.5478019526
"1338","MIX","2022","F",21508.6784823483
"1339","OAS","2022","F",7887.61998189599
"1340","OBL","2022","F",2187.49372362302
"1341","OTH","2022","F",3023.69636851515
"1342","PAK","2022","F",19811.3115779038
"1343","WBI","2022","F",233193.978917387
"1344","WHO","2022","F",18057.7414147553
"1345","BAN","2023","F",7364.55858977536
"1346","BLA","2023","F",12420.6429117881
"1347","BLC","2023","F",2822.03465634611
"1348","CHI","2023","F",4675.37566961293
"1349","IND","2023","F",14988.0757904797
"1350","MIX","2023","F",21805.4962691341
"1351","OAS","2023","F",8005.75214598062
"1352","OBL","2023","F",2238.81530286689
"1353","OTH","2023","F",3083.27826892592
"1354","PAK","2023","F",20268.6784939895
"1355","WBI","2023","F",231978.121335005
"1356","WHO","2023","F",18252.5363463751
"1357","BAN","2024","F",7486.38156535651
"1358","BLA","2024","F",12662.5743417698
"1359","BLC","2024","F",2811.73724882683
"1360","CHI","2024","F",4770.55572515422
"1361","IND","2024","F",15093.8780343309
"1362","MIX","2024","F",22086.1172783837
"1363","OAS","2024","F",8119.11008139782
"1364","OBL","2024","F",2290.30334203753
"1365","OTH","2024","F",3140.56481516315
"1366","PAK","2024","F",20723.9353688447
"1367","WBI","2024","F",230589.293100621
"1368","WHO","2024","F",18427.2632113917
"1369","BAN","2025","F",7604.34317495428
"1370","BLA","2025","F",12900.4436114191
"1371","BLC","2025","F",2800.62984405905
"1372","CHI","2025","F",4841.46979699531
"1373","IND","2025","F",15195.2876219581
"1374","MIX","2025","F",22355.2474544297
"1375","OAS","2025","F",8228.78193049195
"1376","OBL","2025","F",2341.05261171198
"1377","OTH","2025","F",3195.72370592619
"1378","PAK","2025","F",21172.8169522059
"1379","WBI","2025","F",229097.044909237
"1380","WHO","2025","F",18585.4762613099
"1381","BAN","2026","F",7727.84561313669
"1382","BLA","2026","F",13148.7098798691
"1383","BLC","2026","F",2792.37181343804
"1384","CHI","2026","F",4897.80015898849
"1385","IND","2026","F",15316.2733298176
"1386","MIX","2026","F",22646.0481627672
"1387","OAS","2026","F",8345.89025577395
"1388","OBL","2026","F",2393.62064450803
"1389","OTH","2026","F",3252.68622482914
"1390","PAK","2026","F",21641.2733694597
"1391","WBI","2026","F",227855.834108152
"1392","WHO","2026","F",18753.8406035355
"1393","BAN","2027","F",7861.86372388364
"1394","BLA","2027","F",13411.4183890415
"1395","BLC","2027","F",2788.24025171592
"1396","CHI","2027","F",4945.71372141043
"1397","IND","2027","F",15468.296878641
"1398","MIX","2027","F",22972.378544306
"1399","OAS","2027","F",8474.9187994954
"1400","OBL","2027","F",2448.50597114172
"1401","OTH","2027","F",3312.71217432704
"1402","PAK","2027","F",22140.3336191875
"1403","WBI","2027","F",227003.550218184
"1404","WHO","2027","F",18942.7312454125
"1405","BAN","2028","F",7999.73321099892
"1406","BLA","2028","F",13670.7235693911
"1407","BLC","2028","F",2784.75587409735
"1408","CHI","2028","F",4983.18334091208
"1409","IND","2028","F",15638.1751964341
"1410","MIX","2028","F",23308.7888911986
"1411","OAS","2028","F",8606.61060991213
"1412","OBL","2028","F",2501.56809000278
"1413","OTH","2028","F",3371.40179183288
"1414","PAK","2028","F",22646.1075560504
"1415","WBI","2028","F",226296.066185839
"1416","WHO","2028","F",19133.3448451286
"1417","BAN","2029","F",8142.91975145399
"1418","BLA","2029","F",13926.85960766
"1419","BLC","2029","F",2782.10641961485
"1420","CHI","2029","F",5013.63715838409
"1421","IND","2029","F",15832.7130394817
"1422","MIX","2029","F",23657.4770237804
"1423","OAS","2029","F",8742.21228697173
"1424","OBL","2029","F",2551.84331169778
"1425","OTH","2029","F",3428.06239136358
"1426","PAK","2029","F",23166.1684767808
"1427","WBI","2029","F",225785.818120939
"1428","WHO","2029","F",19330.1413324833
"1429","BAN","2030","F",8292.1187690926
"1430","BLA","2030","F",14179.1985977621
"1431","BLC","2030","F",2780.64364200299
"1432","CHI","2030","F",5038.87928536202
"1433","IND","2030","F",16053.2043983284
"1434","MIX","2030","F",24014.5275461978
"1435","OAS","2030","F",8880.89531666973
"1436","OBL","2030","F",2598.08787778767
"1437","OTH","2030","F",3481.2114121775
"1438","PAK","2030","F",23704.2268181417
"1439","WBI","2030","F",225474.691530567
"1440","WHO","2030","F",19531.6930570326
"1441","BAN","2031","F",8445.47698188639
"1442","BLA","2031","F",14423.0562684821
"1443","BLC","2031","F",2779.31311927256
"1444","CHI","2031","F",5059.77846962683
"1445","IND","2031","F",16295.4282496277
"1446","MIX","2031","F",24368.0551911764
"1447","OAS","2031","F",9018.42397667241
"1448","OBL","2031","F",2638.32006750996
"1449","OTH","2031","F",3528.55740626507
"1450","PAK","2031","F",24254.27804234
"1451","WBI","2031","F",225289.458459698
"1452","WHO","2031","F",19731.0807214193
"1453","BAN","2032","F",8605.44226313069
"1454","BLA","2032","F",14657.7684527765
"1455","BLC","2032","F",2777.94027428646
"1456","CHI","2032","F",5079.68099225821
"1457","IND","2032","F",16561.7784038487
"1458","MIX","2032","F",24717.400729543
"1459","OAS","2032","F",9155.59720798344
"1460","OBL","2032","F",2671.94080937211
"1461","OTH","2032","F",3569.34020902915
"1462","PAK","2032","F",24821.8044479234
"1463","WBI","2032","F",225255.059670963
"1464","WHO","2032","F",19931.0418098128
"1465","BAN","2033","F",8768.49881898807
"1466","BLA","2033","F",14879.3130914485
"1467","BLC","2033","F",2775.90380678013
"1468","CHI","2033","F",5099.28606976542
"1469","IND","2033","F",16845.3538524091
"1470","MIX","2033","F",25049.9402885925
"1471","OAS","2033","F",9288.1290984204
"1472","OBL","2033","F",2697.68410164496
"1473","OTH","2033","F",3601.07129096021
"1474","PAK","2033","F",25398.4462168471
"1475","WBI","2033","F",225275.968597282
"1476","WHO","2033","F",20126.1334451922
"1477","BAN","2034","F",8933.27300642167
"1478","BLA","2034","F",15087.7508405006
"1479","BLC","2034","F",2772.62724333815
"1480","CHI","2034","F",5119.99443837564
"1481","IND","2034","F",17142.4402809032
"1482","MIX","2034","F",25359.9471412343
"1483","OAS","2034","F",9414.29854115996
"1484","OBL","2034","F",2715.41753314219
"1485","OTH","2034","F",3622.93841943036
"1486","PAK","2034","F",25979.7133387204
"1487","WBI","2034","F",225305.868279502
"1488","WHO","2034","F",20316.1621574999
"1489","BAN","2035","F",9101.30263490454
"1490","BLA","2035","F",15285.4080759019
"1491","BLC","2035","F",2768.4865915912
"1492","CHI","2035","F",5143.1438000331
"1493","IND","2035","F",17453.0095731685
"1494","MIX","2035","F",25651.4722290401
"1495","OAS","2035","F",9535.77251500814
"1496","OBL","2035","F",2726.12967196443
"1497","OTH","2035","F",3636.3093063185
"1498","PAK","2035","F",26568.6263164099
"1499","WBI","2035","F",225369.145168523
"1500","WHO","2035","F",20506.1505488424
"1501","BAN","2036","F",9270.95905479622
"1502","BLA","2036","F",15473.1076788877
"1503","BLC","2036","F",2763.79762041861
"1504","CHI","2036","F",5168.57223417285
"1505","IND","2036","F",17773.5782867321
"1506","MIX","2036","F",25924.7943102779
"1507","OAS","2036","F",9652.60996723097
"1508","OBL","2036","F",2730.56449873898
"1509","OTH","2036","F",3642.37798330014
"1510","PAK","2036","F",27165.3802211232
"1511","WBI","2036","F",225447.481738577
"1512","WHO","2036","F",20697.068000702
"1513","BAN","2037","F",9440.99449027656
"1514","BLA","2037","F",15652.6502532674
"1515","BLC","2037","F",2758.88096732904
"1516","CHI","2037","F",5195.61125554923
"1517","IND","2037","F",18100.4976271634
"1518","MIX","2037","F",26180.9640566937
"1519","OAS","2037","F",9764.85867612239
"1520","OBL","2037","F",2730.04440136146
"1521","OTH","2037","F",3642.24091930682
"1522","PAK","2037","F",27770.6466771951
"1523","WBI","2037","F",225516.437999652
"1524","WHO","2037","F",20887.150474102
"1525","BAN","2038","F",9611.86631632426
"1526","BLA","2038","F",15826.4848373406
"1527","BLC","2038","F",2753.86472776593
"1528","CHI","2038","F",5225.10041083523
"1529","IND","2038","F",18428.2920612977
"1530","MIX","2038","F",26422.5067668516
"1531","OAS","2038","F",9873.16737483164
"1532","OBL","2038","F",2726.16113952444
"1533","OTH","2038","F",3637.31632591346
"1534","PAK","2038","F",28385.8376752287
"1535","WBI","2038","F",225564.948704131
"1536","WHO","2038","F",21073.4195589322
"1537","BAN","2039","F",9782.91207770138
"1538","BLA","2039","F",15994.7097393295
"1539","BLC","2039","F",2748.81817682833
"1540","CHI","2039","F",5258.75562366363
"1541","IND","2039","F",18751.4908239494
"1542","MIX","2039","F",26650.6330671237
"1543","OAS","2039","F",9977.28082037874
"1544","OBL","2039","F",2719.89736152588
"1545","OTH","2039","F",3628.62779451186
"1546","PAK","2039","F",29008.8026792619
"1547","WBI","2039","F",225584.927732308
"1548","WHO","2039","F",21252.5883184219
"1549","BAN","2040","F",9952.06303528383
"1550","BLA","2040","F",16158.0870509503
"1551","BLC","2040","F",2744.02768154798
"1552","CHI","2040","F",5296.97879849006
"1553","IND","2040","F",19066.0950745698
"1554","MIX","2040","F",26866.8143957691
"1555","OAS","2040","F",10077.5552444901
"1556","OBL","2040","F",2712.34882875644
"1557","OTH","2040","F",3617.1802944359
"1558","PAK","2040","F",29635.9855493625
"1559","WBI","2040","F",225557.195356245
"1560","WHO","2040","F",21422.7353732779
"1561","BAN","2041","F",10119.0896242665
"1562","BLA","2041","F",16318.3889266115
"1563","BLC","2041","F",2739.63606659531
"1564","CHI","2041","F",5340.16343874704
"1565","IND","2041","F",19369.284241109
"1566","MIX","2041","F",27074.3637853104
"1567","OAS","2041","F",10175.2703046362
"1568","OBL","2041","F",2704.70661561057
"1569","OTH","2041","F",3604.30253932282
"1570","PAK","2041","F",30266.6328316932
"1571","WBI","2041","F",225485.012265352
"1572","WHO","2041","F",21586.8084200965
"1573","BAN","2042","F",10283.3834042897
"1574","BLA","2042","F",16474.8824904514
"1575","BLC","2042","F",2735.89520317924
"1576","CHI","2042","F",5387.43373522415
"1577","IND","2042","F",19659.4343386684
"1578","MIX","2042","F",27276.0042187785
"1579","OAS","2042","F",10270.7418292438
"1580","OBL","2042","F",2697.83362638421
"1581","OTH","2042","F",3591.23108757503
"1582","PAK","2042","F",30899.5556433932
"1583","WBI","2042","F",225387.600022497
"1584","WHO","2042","F",21745.2930030368
"1585","BAN","2043","F",10444.3078409193
"1586","BLA","2043","F",16629.2000866248
"1587","BLC","2043","F",2732.79763691232
"1588","CHI","2043","F",5437.40259672532
"1589","IND","2043","F",19935.8251503179
"1590","MIX","2043","F",27474.6353978581
"1591","OAS","2043","F",10364.4148794966
"1592","OBL","2043","F",2692.83106807986
"1593","OTH","2043","F",3579.62017375933
"1594","PAK","2043","F",31537.5415201564
"1595","WBI","2043","F",225259.039145815
"1596","WHO","2043","F",21896.9945013385
"1597","BAN","2044","F",10601.9513654326
"1598","BLA","2044","F",16783.1262255112
"1599","BLC","2044","F",2730.59626197919
"1600","CHI","2044","F",5489.38881028943
"1601","IND","2044","F",20197.9898400587
"1602","MIX","2044","F",27670.9948815087
"1603","OAS","2044","F",10456.6697211071
"1604","OBL","2044","F",2690.13911421327
"1605","OTH","2044","F",3569.75795383017
"1606","PAK","2044","F",32184.0598986447
"1607","WBI","2044","F",225091.428871892
"1608","WHO","2044","F",22041.256298429
"1609","BAN","2045","F",10756.5975281226
"1610","BLA","2045","F",16935.3776951102
"1611","BLC","2045","F",2729.3975471976
"1612","CHI","2045","F",5542.15382698561
"1613","IND","2045","F",20445.5814661977
"1614","MIX","2045","F",27864.5666113718
"1615","OAS","2045","F",10547.7352162359
"1616","OBL","2045","F",2689.62081977121
"1617","OTH","2045","F",3561.45830240313
"1618","PAK","2045","F",32838.9564245383
"1619","WBI","2045","F",224880.166963852
"1620","WHO","2045","F",22177.3808945513
"1621","BAN","2046","F",10908.7765404262
"1622","BLA","2046","F",17085.0328088973
"1623","BLC","2046","F",2728.91510776989
"1624","CHI","2046","F",5594.73588720771
"1625","IND","2046","F",20678.7396521081
"1626","MIX","2046","F",28055.3761894321
"1627","OAS","2046","F",10637.6065006884
"1628","OBL","2046","F",2691.28193985879
"1629","OTH","2046","F",3554.9491170794
"1630","PAK","2046","F",33501.9566185748
"1631","WBI","2046","F",224619.548236866
"1632","WHO","2046","F",22306.3039099772
"1633","BAN","2047","F",11058.850260627
"1634","BLA","2047","F",17231.0893407042
"1635","BLC","2047","F",2729.07833492238
"1636","CHI","2047","F",5646.3134509536
"1637","IND","2047","F",20898.774286187
"1638","MIX","2047","F",28244.4115107618
"1639","OAS","2047","F",10726.5898149048
"1640","OBL","2047","F",2695.04358565494
"1641","OTH","2047","F",3550.42508039783
"1642","PAK","2047","F",34173.377138019
"1643","WBI","2047","F",224326.95730549
"1644","WHO","2047","F",22429.3570597767
"1645","BAN","2048","F",11206.9332756011
"1646","BLA","2048","F",17373.0154927374
"1647","BLC","2048","F",2730.02925291335
"1648","CHI","2048","F",5695.92367902659
"1649","IND","2048","F",21106.9557457942
"1650","MIX","2048","F",28434.141014052
"1651","OAS","2048","F",10815.216707584
"1652","OBL","2048","F",2701.26650848348
"1653","OTH","2048","F",3548.5343023
"1654","PAK","2048","F",34853.5058860784
"1655","WBI","2048","F",224018.692670569
"1656","WHO","2048","F",22548.3332009565
"1657","BAN","2049","F",11353.3258843612
"1658","BLA","2049","F",17510.2203674799
"1659","BLC","2049","F",2731.63868264409
"1660","CHI","2049","F",5742.45314654945
"1661","IND","2049","F",21304.9230452588
"1662","MIX","2049","F",28624.4893537927
"1663","OAS","2049","F",10903.2863176568
"1664","OBL","2049","F",2709.74857976127
"1665","OTH","2049","F",3548.92736947506
"1666","PAK","2049","F",35542.9141529119
"1667","WBI","2049","F",223704.650085221
"1668","WHO","2049","F",22663.5641704597
"1669","BAN","2050","F",11497.5618231436
"1670","BLA","2050","F",17641.1156824114
"1671","BLC","2050","F",2733.65049085835
"1672","CHI","2050","F",5784.87018436179
"1673","IND","2050","F",21495.2879537499
"1674","MIX","2050","F",28814.1796837856
"1675","OAS","2050","F",10990.8009220423
"1676","OBL","2050","F",2719.87380146245
"1677","OTH","2050","F",3550.73216125622
"1678","PAK","2050","F",36242.741275713
"1679","WBI","2050","F",223391.74294029
"1680","WHO","2050","F",22774.2402898335
"1681","BAN","2051","F",11638.9461204105
"1682","BLA","2051","F",17764.788207056
"1683","BLC","2051","F",2735.94486883272
"1684","CHI","2051","F",5822.71702947609
"1685","IND","2051","F",21680.3138147288
"1686","MIX","2051","F",29002.5692705491
"1687","OAS","2051","F",11077.991888385
"1688","OBL","2051","F",2731.25611483745
"1689","OTH","2051","F",3553.43388271476
"1690","PAK","2051","F",36952.9776960362
"1691","WBI","2051","F",223084.286841454
"1692","WHO","2051","F",22880.4011481019
"1693","BAN","2052","F",11778.341396072
"1694","BLA","2052","F",17878.4607245118
"1695","BLC","2052","F",2738.20591323998
"1696","CHI","2052","F",5855.83478208589
"1697","IND","2052","F",21861.2647440456
"1698","MIX","2052","F",29188.3183654658
"1699","OAS","2052","F",11164.3563229031
"1700","OBL","2052","F",2743.3637869098
"1701","OTH","2052","F",3556.56996805856
"1702","PAK","2052","F",37674.3603820079
"1703","WBI","2052","F",222779.735096817
"1704","WHO","2052","F",22982.1503951058
"1705","BAN","2053","F",11915.9398368692
"1706","BLA","2053","F",17979.2215180588
"1707","BLC","2053","F",2740.21664923873
"1708","CHI","2053","F",5884.08596145414
"1709","IND","2053","F",22039.5397498326
"1710","MIX","2053","F",29371.2537550577
"1711","OAS","2053","F",11249.6407088392
"1712","OBL","2053","F",2756.00608967736
"1713","OTH","2053","F",3560.42635051444
"1714","PAK","2053","F",38408.0268425723
"1715","WBI","2053","F",222473.309581525
"1716","WHO","2053","F",23079.8307910564
"1717","BAN","2054","F",12051.531456745
"1718","BLA","2054","F",18067.6842452889
"1719","BLC","2054","F",2741.83285087821
"1720","CHI","2054","F",5907.38517525803
"1721","IND","2054","F",22216.6387245692
"1722","MIX","2054","F",29551.6091040881
"1723","OAS","2054","F",11334.059698296
"1724","OBL","2054","F",2768.92886543476
"1725","OTH","2054","F",3565.0564877903
"1726","PAK","2054","F",39153.1286850162
"1727","WBI","2054","F",222173.48298368
"1728","WHO","2054","F",23174.0858864477
"1729","BAN","2055","F",12185.3748742209
"1730","BLA","2055","F",18142.7654729904
"1731","BLC","2055","F",2742.89625595308
"1732","CHI","2055","F",5925.65966923339
"1733","IND","2055","F",22393.9516266052
"1734","MIX","2055","F",29728.4357520114
"1735","OAS","2055","F",11417.4703938853
"1736","OBL","2055","F",2781.57938182874
"1737","OTH","2055","F",3569.79900476616
"1738","PAK","2055","F",39909.1842388475
"1739","WBI","2055","F",221885.463835654
"1740","WHO","2055","F",23264.7113780947
"1741","BAN","2056","F",12317.3665142586
"1742","BLA","2056","F",18204.3525743718
"1743","BLC","2056","F",2743.27266218094
"1744","CHI","2056","F",5938.82884372271
"1745","IND","2056","F",22573.0654930582
"1746","MIX","2056","F",29901.0717317533
"1747","OAS","2056","F",11499.8897874151
"1748","OBL","2056","F",2793.66352444046
"1749","OTH","2056","F",3574.23884521822
"1750","PAK","2056","F",40677.9453537331
"1751","WBI","2056","F",221613.843450663
"1752","WHO","2056","F",23351.0772677154
"1753","BAN","2057","F",12448.084136479
"1754","BLA","2057","F",18253.0389544604
"1755","BLC","2057","F",2743.10816003429
"1756","CHI","2057","F",5947.07286065375
"1757","IND","2057","F",22755.5655053718
"1758","MIX","2057","F",30068.1893068724
"1759","OAS","2057","F",11580.7194950439
"1760","OBL","2057","F",2804.77224901699
"1761","OTH","2057","F",3577.71615892747
"1762","PAK","2057","F",41460.595179814
"1763","WBI","2057","F",221361.958923734
"1764","WHO","2057","F",23431.9468578829
"1765","BAN","2058","F",12577.9519120349
"1766","BLA","2058","F",18288.1508624031
"1767","BLC","2058","F",2742.69192374721
"1768","CHI","2058","F",5950.81058574676
"1769","IND","2058","F",22942.443393218
"1770","MIX","2058","F",30230.0178339587
"1771","OAS","2058","F",11659.8311309872
"1772","OBL","2058","F",2814.70127014651
"1773","OTH","2058","F",3579.95374718238
"1774","PAK","2058","F",42255.9912543012
"1775","WBI","2058","F",221138.662661186
"1776","WHO","2058","F",23507.749815145
"1777","BAN","2059","F",12706.6234894339
"1778","BLA","2059","F",18310.6449612158
"1779","BLC","2059","F",2741.85232273177
"1780","CHI","2059","F",5950.46293554589
"1781","IND","2059","F",23133.3332506763
"1782","MIX","2059","F",30387.0507448881
"1783","OAS","2059","F",11737.2872835462
"1784","OBL","2059","F",2823.47544841815
"1785","OTH","2059","F",3581.02186015472
"1786","PAK","2059","F",43063.9567503559
"1787","WBI","2059","F",220944.965956825
"1788","WHO","2059","F",23579.62936847
"1789","BAN","2060","F",12833.3169879506
"1790","BLA","2060","F",18320.756692524
"1791","BLC","2060","F",2740.49416709238
"1792","CHI","2060","F",5946.27644302404
"1793","IND","2060","F",23328.0171972914
"1794","MIX","2060","F",30538.6933142158
"1795","OAS","2060","F",11812.5346403498
"1796","OBL","2060","F",2830.9805553811
"1797","OTH","2060","F",3580.7497624505
"1798","PAK","2060","F",43884.6075572074
"1799","WBI","2060","F",220773.531378379
"1800","WHO","2060","F",23647.9466325454
